code,description,phenotype_description,phenotype_abbreviation,esc_complexity_classification,code_terminology
89814007,Closure of defect of interventricular septum using prosthetic patch;Repair of ventricular septal defect with prosthesis;Repair of defect of interventricular septum using prosthetic patch,ventricular septal defect,VSD,Mild,SNOMED
30288003,"Ventricular septal defect;Interventricular septal defect;Ventricular septal defect NOS;VSD - Ventricular septal defect;Other specified ventricular septal defect;""Ventricular septal defect, unspecified""",ventricular septal defect,VSD,Mild,SNOMED
768552007,Congenital ventricular septal defect,ventricular septal defect,VSD,Mild,SNOMED
447698003,Ventricular septal defect with anterior malaligned outlet septum with overriding aortic valve,ventricular septal defect,VSD,Mild,SNOMED
109430007,Multiple muscular ventricular septum defect;Multiple trabecular ventricular septal defect;Swiss cheese heart,ventricular septal defect,VSD,Moderate,SNOMED
12445005,Closure of defect of interventricular septum using tissue graft;Repair of ventricular septal defect with tissue graft,ventricular septal defect,VSD,Mild,SNOMED
76025005,Correction of ventricular septal defect;Repair of ventricular septal defect;Ventriculoseptopexy;Ventriculoseptoplasty,ventricular septal defect,VSD,Mild,SNOMED
448021003,Number of ventricular septal defects,ventricular septal defect,VSD,Mild,SNOMED
204312002,Gerbode's defect;Ventricular septal defect between left ventricle and right atrium;Gerbode defect,ventricular septal defect,VSD,Moderate,SNOMED
447778004,Spontaneous reduction in size of ventricular septal defect,ventricular septal defect,VSD,Mild,SNOMED
762460002,Haemodynamically insignificant ventricular septal defect;Hemodynamically insignificant ventricular septal defect,ventricular septal defect,VSD,Mild,SNOMED
52930005,Repair of defect of interventricular septum;Primary closure of defect of interventricular septum NEC;Closure of defect of interventricular septum NOS;Percutaneous translum repair defect intervent septum NEC;VSD - Closure of ventricular septal defect;Closure of ventricular septal defect;Other specified repair of defect of interventricular septum;Primary repair of defect of interventricular septum NEC;Repair of defect of interventricular septum NOS;Closure of defect of interventricular septum;Percutaneous translum closure defect intervent septum NEC,ventricular septal defect,VSD,Mild,SNOMED
253552003,Perimembranous ventricular septal defect with extension to right ventricular inlet;Posterior perimembranous ventricular septal defect,ventricular septal defect,VSD,Mild,SNOMED
449190000,Muscular ventricular septal defect in trabecular septum,ventricular septal defect,VSD,Mild,SNOMED
253562005,Absent outlet septum;Ventricular septal defect with absent outlet septum and overriding truncal valve,ventricular septal defect,VSD,Severe,SNOMED
449524008,Spontaneous reduction in size of ventricular septal defect due to accessory tissue of atrioventricular valve,ventricular septal defect,VSD,Mild,SNOMED
233100002,Transluminal closure of ventricular septal defect using device;Transluminal closure of ventricular septal defect using prosthesis;TL - Transluminal closure of ventricular septal defect;Percutaneous transluminal closure of defect of interventricular septum using prosthesis,ventricular septal defect,VSD,Mild,SNOMED
449503003,Spontaneous reduction in size of ventricular septal defect due to prolapse of cusp of aortic valve,ventricular septal defect,VSD,Moderate,SNOMED
447671002,Ventricular septal defect with posterior malaligned outlet septum with overriding aortic valve,ventricular septal defect,VSD,Mild,SNOMED
447670001,Ventricular septal defect with anterior malaligned outlet septum with overriding pulmonary valve,ventricular septal defect,VSD,Moderate,SNOMED
253571001,Giant ventricular septal defect;Nearly absent ventricular septum,ventricular septal defect,VSD,Moderate,SNOMED
459181003,Aneurysm of patch of ventricular septal defect,ventricular septal defect,VSD,Mild,SNOMED
233099005,Closure of ventricular septal defect by direct suture,ventricular septal defect,VSD,Mild,SNOMED
233104006,Enlargement of restrictive ventricular septal defect;VSD - Enlargement of restrictive ventricular septal defect,ventricular septal defect,VSD,Mild,SNOMED
442087005,Fluoroscopy guided closure of ventricular septal defect;Closure of ventricular septal defect using fluoroscopic guidance,ventricular septal defect,VSD,Mild,SNOMED
447941008,Residual ventricular septal defect,ventricular septal defect,VSD,Mild,SNOMED
253555001,Confluent perimembranous ventricular septal defect;Perimembranous ventricular septal defect with extension to all right ventricular components,ventricular septal defect,VSD,Mild,SNOMED
253569001,Doubly committed subarterial ventricular septal defect with membranous septum extension,ventricular septal defect,VSD,Moderate,SNOMED
447672009,Ventricular septal defect with posterior malaligned outlet septum with overriding pulmonary valve,ventricular septal defect,VSD,Moderate,SNOMED
448876006,Subarterial ventricular septal defect,ventricular septal defect,VSD,Mild,SNOMED
698944006,History of closure of ventricular septal defect,ventricular septal defect,VSD,Mild,SNOMED
428818006,Closure of defect of interventricular septum using intraoperative transluminal prosthesis;Repair interventricular septal defect us intraop trans pros,ventricular septal defect,VSD,Mild,SNOMED
448780007,Ventricular septal defect with absent outlet septum and overriding truncal valve with extension of membranous septum,ventricular septal defect,VSD,Severe,SNOMED
373131000,Non-restrictive ventricular septal defect,ventricular septal defect,VSD,Mild,SNOMED
28886004,Closure of ventricular septal defect with infundibular resection and patch,ventricular septal defect,VSD,Mild,SNOMED
80733000,Closure of ventricular septal defect with patch;Close defect interventricular septum using tissue graft NEC;Repair defect interventricular septum us tissue graft NEC;Closure of ventricular septal defect using patch,ventricular septal defect,VSD,Mild,SNOMED
109428005,Perimembranous ventricular septal defect,ventricular septal defect,VSD,Mild,SNOMED
123714004,"Ventricular septal defect, spontaneous closure;Spontaneous closure of ventricular septal defect",ventricular septal defect,VSD,Mild,SNOMED
109427000,Subpulmonic ventricular septal defect;Supracristal ventricular septal defect,ventricular septal defect,VSD,Mild,SNOMED
449525009,Spontaneous reduction in size of ventricular septal defect due to fibromuscular reaction,ventricular septal defect,VSD,Mild,SNOMED
449385006,Confluent muscular ventricular septal defect,ventricular septal defect,VSD,Mild,SNOMED
253567004,Muscular ventricular septal defect in outlet septum,ventricular septal defect,VSD,Mild,SNOMED
253568009,Doubly committed subarterial ventricular septal defect;DCSA - Doubly committed subarterial defect,ventricular septal defect,VSD,Moderate,SNOMED
447852001,Ventricular septal defect of inlet of right aspect of ventricular septum,ventricular septal defect,VSD,Mild,SNOMED
448411000,Spontaneous closure of ventricular septal defect due to prolapse of cusp of aortic valve,ventricular septal defect,VSD,Moderate,SNOMED
428759006,Closure of multiple interventricular septal defects;Closure of multiple ventricular septal defects,ventricular septal defect,VSD,Mild,SNOMED
449526005,Spontaneous reduction in size of ventricular septal defect due to tissue of membranous septum,ventricular septal defect,VSD,Mild,SNOMED
704450003,History of ventricular septal defect repair,ventricular septal defect,VSD,Moderate,SNOMED
253554002,Cranial perimembranous ventricular septal defect;Perimembranous ventricular septal defect with extension to right ventricular outlet,ventricular septal defect,VSD,Mild,SNOMED
94706008,Muscular ventricular septum defect;Muscular ventricular septal defect,ventricular septal defect,VSD,Mild,SNOMED
447675006,Spontaneous closure of ventricular septal defect due to fibromuscular reaction,ventricular septal defect,VSD,Mild,SNOMED
439714004,Transmyocardial closure of ventricular septal defect using catheter with implant and cardiopulmonary bypass,ventricular septal defect,VSD,Mild,SNOMED
253565007,Muscular ventricular septal defect in apical trabecular septum,ventricular septal defect,VSD,Mild,SNOMED
253559007,Ventricular septal defect with malaligned outlet septum to left,ventricular septal defect,VSD,Moderate,SNOMED
448062009,Ventricular septal defect with malaligned outlet septum,ventricular septal defect,VSD,Mild,SNOMED
253566008,Muscular ventricular septal defect in marginal septum,ventricular septal defect,VSD,Mild,SNOMED
80387009,Roger's disease;Small ventricular septal defect;Asymptomatic ventricular septal defect;Roger disease;Roger's disease;Maladie de Roger,ventricular septal defect,VSD,Mild,SNOMED
447942001,Spontaneous closure of ventricular septal defect due to tissue of membranous septum,ventricular septal defect,VSD,Mild,SNOMED
448201009,Spontaneous closure of ventricular septal defect due to accessory tissue of atrioventricular valve,ventricular septal defect,VSD,Mild,SNOMED
253556000,Ventricular septal defect with malaligned outlet septum to right,ventricular septal defect,VSD,Moderate,SNOMED
86971008,Closure of ventricular septal defect with pulmonary valvotomy and patch,ventricular septal defect,VSD,Moderate,SNOMED
473118009,History of ventricular septal defect,ventricular septal defect,VSD,Mild,SNOMED
